,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
934,Maki,2.55689,-1.55472,999.87022,-100.42281,3.42038,Biblioteket,1.00020,-0.72628,5480.36865,-89185.56202,True,False,77.77938
935,Conradt,0.86519,0.18598,999.76729,-100.69857,-0.40915,Alfvensalen,-1.02702,-0.87220,5477.08340,-89183.45942,True,False,-6.85706
936,Sturm,2.95355,-1.93500,999.77535,-100.69899,4.25700,Biblioteket,0.16346,0.26896,5474.60035,-89185.29250,True,False,97.56516
937,Maki,1.99142,-0.98319,999.89092,-100.34330,2.16301,Syster och Bro,0.47585,-0.41057,5474.18732,-89187.69860,True,False,49.51630
938,Conradt,0.57889,0.38075,999.85856,-100.43820,-0.83764,Östra Station,-1.10672,-0.10640,5477.53125,-89187.04691,True,False,-21.12611
939,Conradt,2.38029,-1.23917,999.84227,-100.45295,2.72617,Biblioteket,0.47914,0.06065,5473.46357,-89185.75050,True,False,68.93554
940,Sturm,0.89871,0.06707,999.97114,-100.08440,-0.14756,Östra Station,-2.01870,1.70409,5472.27324,-89184.87696,True,False,-5.07911
941,Sturm,0.41235,0.42630,999.74753,-100.82161,-0.93786,Alfvensalen,2.05734,-0.79368,5474.68353,-89186.18848,True,False,-29.50857
942,Sturm,1.00552,0.17433,999.67461,-100.95796,-0.38353,Entré,0.43494,-1.43823,5472.28062,-89186.20380,True,False,0.11316
943,Sturm,2.38631,-1.52652,999.88768,-100.38005,3.35834,Biblioteket,1.27835,-0.58910,5475.23410,-89185.76051,True,False,69.25915
944,Conradt,1.13427,0.06018,999.76570,-100.74754,-0.13240,Lindstedvägen 24,0.04820,0.90478,5473.63029,-89187.17128,True,False,6.59617
945,Maki,0.59650,0.43962,999.90965,-100.30503,-0.96715,Östra Station,1.11029,-0.25420,5478.54328,-89186.37180,True,False,-20.21998
946,Conradt,1.69482,-0.72133,999.84170,-100.46078,1.58693,Syster och Bro,-1.88197,0.35133,5475.68852,-89184.06440,True,False,34.66188
947,Conradt,1.01532,-0.10124,999.90118,-100.33620,0.22273,Alfvensalen,-3.00943,0.30518,5476.45118,-89184.66445,True,False,0.71640
948,Conradt,-0.32499,1.37607,999.70590,-100.91341,-3.02736,Östra Station,1.05656,1.15067,5479.89994,-89188.60534,True,False,-66.39666
949,Conradt,0.59602,0.33773,999.86218,-100.42315,-0.74300,7-11,1.73076,0.65509,5475.77039,-89183.94466,True,False,-20.26775
950,Sturm,0.53726,0.62746,999.92303,-100.29132,-1.38041,7-11,-1.47147,2.45630,5472.96523,-89185.92520,True,False,-23.17569
951,Conradt,-0.57965,1.68869,999.80999,-100.54495,-3.71511,Lindstedvägen 24,1.32008,0.66329,5474.87229,-89183.93709,True,False,-79.07753
952,Sturm,-0.88592,1.82686,999.76537,-100.72220,-4.01910,Lindstedvägen 24,0.60213,1.19485,5475.37886,-89184.49330,True,False,-94.41317
953,Conradt,-0.17241,1.22207,999.91473,-100.26994,-2.68855,Lindstedvägen 24,-1.25427,-0.12077,5474.87406,-89186.35011,True,False,-58.66313
954,Sturm,-2.27422,3.22406,9990.78719,-100.67816,-7.09294,Biblioteket,1.56154,-0.36603,5472.69628,-89184.94176,True,False,-163.81731
955,Maki,0.37702,0.74664,999.88708,-100.35982,-1.64260,7-11,1.91765,0.31071,5479.90408,-89185.73579,True,False,-31.20559
956,Sturm,-0.17721,1.12612,999.95729,-100.15290,-2.47747,Lindstedvägen 24,-1.35841,1.99149,5470.59595,-89185.22628,True,False,-58.88206
957,Conradt,2.04930,-0.85541,999.76902,-100.69173,1.88191,Biblioteket,1.44876,-0.34494,5480.78653,-89187.79945,True,False,52.34931
958,Sturm,1.07932,-0.36087,999.83124,-100.51326,0.79391,Entré,-1.37491,0.63025,5474.98741,-89186.88911,True,False,3.88181
959,Conradt,2.44376,-1.59682,999.82957,-100.52334,3.51301,Biblioteket,2.05163,1.74477,5474.49951,-89186.33041,True,False,72.10255
960,Maki,1.27378,-0.30352,999.75004,-100.75443,0.66775,Syster och Bro,-0.61744,0.22026,5474.79263,-89188.42959,True,False,13.56412
961,Maki,0.62915,0.49498,999.85309,-100.45369,-1.08896,Östra Station,0.75162,-0.24842,5477.97833,-89186.41758,True,False,-18.61579
962,Maki,1.43597,-0.46143,999.87170,-100.39024,1.01516,Lindstedvägen 24,0.16398,0.42310,5473.59817,-89187.90521,True,False,21.73432
963,Sturm,2.20235,-1.02219,999.69340,-100.91723,2.24882,Biblioteket,0.02701,-0.70406,5471.10030,-89186.64983,True,False,59.96439
964,Sturm,0.24005,1.15620,999.77523,-100.72950,-2.54364,Östra Station,-1.88363,-1.57827,5473.46062,-89186.26937,True,False,-38.11007
965,Maki,2.44352,-1.44399,999.95055,-100.19043,3.17678,Biblioteket,-1.02979,0.18194,5473.53086,-89184.70143,True,False,72.15121
966,Sturm,0.23938,0.75194,999.93289,-100.26330,-1.65427,7-11,0.37607,1.04104,5475.33491,-89184.72869,True,False,-38.06460
967,Maki,0.18366,0.83438,999.95824,-100.16649,-1.83563,Alfvensalen,0.88424,0.96638,5474.81958,-89187.89587,True,False,-40.83780
968,Maki,0.62498,0.30325,999.86637,-100.42805,-0.66714,7-11,0.94545,0.38620,5474.10945,-89187.39711,True,False,-18.81771
969,Sturm,0.45819,0.62040,999.91935,-100.32694,-1.36488,7-11,0.31459,-0.02659,5472.84973,-89186.78832,True,False,-27.13075
970,Sturm,0.75912,0.25740,999.87447,-100.43189,-0.56627,7-11,-2.74070,0.37747,5472.73519,-89186.25057,True,False,-12.10664
971,Sturm,0.94450,0.26299,999.66196,-101.00331,-0.57859,Entré,0.70817,0.77682,5475.82830,-89185.80745,True,False,-2.94379
972,Sturm,1.00107,-0.18726,999.71976,-100.88251,0.41197,Syster och Bro,-0.88488,-0.42132,5473.82943,-89185.33291,True,False,-0.08645
973,Maki,-0.09711,1.36225,999.87073,-100.40278,-2.99695,Alfvensalen,0.27151,1.57245,5474.15418,-89187.88643,True,False,-54.91995
974,Maki,1.09996,0.01148,999.78915,-100.64563,-0.02527,Lindstedvägen 24,0.26877,0.44466,5473.51496,-89186.53348,True,False,4.89268
975,Conradt,0.80835,0.34865,999.77010,-100.70083,-0.76702,Alfvensalen,0.80807,2.92732,5475.93592,-89185.42610,True,False,-9.69756
976,Maki,0.96812,0.08237,999.73780,-100.77462,-0.18122,Lindstedvägen 24,1.43476,-0.10246,5480.36293,-89185.06771,True,False,-1.72522
977,Sturm,0.09113,1.10838,999.68362,-101.00840,-2.43844,7-11,-1.60872,2.29632,5475.66603,-89185.64499,True,False,-45.60163
978,Conradt,-0.87344,1.97907,999.77765,-100.67655,-4.35396,Entré,1.41655,0.86835,5476.21801,-89184.16249,True,False,-93.78333
979,Conradt,-0.26883,1.30447,999.74848,-100.77012,-2.86984,7-11,0.86454,3.19888,5477.44086,-89187.20355,True,False,-63.56740
980,Maki,1.07524,-0.18131,999.91997,-100.26010,0.39887,Alfvensalen,1.05040,-0.80405,5471.16847,-89186.84915,True,False,3.72177
981,Sturm,1.32434,-0.22698,999.75911,-100.70184,0.49936,Entré,-0.51866,0.19894,5475.71186,-89187.75623,True,False,16.09674
982,Sturm,-0.24853,1.27469,999.78792,-100.63704,-2.80431,7-11,-1.38646,-2.31193,5472.72005,-89185.14648,True,False,-62.53246
983,Sturm,0.15683,0.60140,999.96727,-100.13657,-1.32309,7-11,2.45533,-0.43575,5474.99639,-89185.26410,True,False,-42.17464
984,Conradt,-0.08419,1.03212,999.72363,-100.86070,-2.27066,Östra Station,1.44311,-0.13351,5477.86982,-89188.99571,True,False,-54.34789
985,Conradt,1.05753,-0.41644,999.87480,-100.43135,0.91616,Lindstedvägen 24,1.42297,2.36670,5475.39372,-89184.43882,True,False,2.81379
986,Conradt,-0.58960,1.69690,999.74419,-100.75314,-3.73318,Alfvensalen,1.54256,-0.46475,5475.52140,-89186.21703,True,False,-79.60809
987,Maki,1.18246,-0.23454,999.90099,-100.31548,0.51599,Alfvensalen,-0.16199,-0.27690,5478.07956,-89185.54319,True,False,9.07349
988,Sturm,1.47730,-0.53507,999.73156,-100.77654,1.17716,Biblioteket,0.41018,-2.38502,5471.37581,-89188.93037,True,False,23.73073
989,Sturm,-2.17756,3.07615,999.68318,-100.93190,-6.76753,Biblioteket,0.55522,-1.21804,5470.78169,-89185.43422,True,False,-159.03629
990,Conradt,-1.02907,2.11002,999.78656,-100.66127,-4.64204,Entré,0.74976,0.87441,5474.82289,-89185.26446,True,False,-101.55999
991,Conradt,0.27709,0.69898,999.84986,-100.45056,-1.53775,Östra Station,0.47363,-3.07647,5475.24160,-89186.89970,True,False,-36.22043
992,Conradt,0.38760,0.63678,999.71071,-100.88259,-1.40091,Alfvensalen,2.48343,1.02155,5474.47429,-89186.77572,True,False,-30.76466
993,Sturm,0.86330,0.21519,999.68021,-101.01341,-0.47341,Entré,1.26164,-0.31090,5472.17595,-89185.60743,True,False,-6.99478
994,Sturm,0.83734,0.00762,999.88190,-100.41970,-0.01676,Alfvensalen,0.92049,0.12169,5473.43633,-89186.95245,True,False,-8.19185
995,Conradt,1.60709,-0.43989,999.71018,-100.89799,0.96775,Biblioteket,-1.07742,-0.08421,5473.57861,-89183.66006,True,False,30.20973
996,Sturm,1.81844,-0.83400,999.90442,-100.30191,1.83481,Entré,-3.01596,1.36709,5473.59976,-89184.52860,True,False,40.87445
997,Sturm,2.20670,-1.05986,999.95150,-100.19839,2.33169,Syster och Bro,0.46231,-1.16389,5472.93648,-89186.25104,True,False,60.31058
998,Sturm,-0.11524,1.09010,999.87882,-100.43168,-2.39822,Alfvensalen,0.67906,1.01926,5473.41662,-89187.07723,True,False,-55.82241
999,Sturm,3.14083,-2.16451,999.72211,-100.87084,4.76193,Biblioteket,1.79083,1.48380,5473.91399,-89184.83304,True,False,106.90262
